Column1,리뷰,날짜,early_access 유무,"src(1= 긍정, 0 = 부정)"
308,"
로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!로키는 세부 로드맵을 제공하라!",2022-04-14,0,0
309,"
""그 게임""과 비교해보면 똑같은 삼겹살이지만 이것은 고오급 삼겹살이고, ""그 게임""은 싸구려 삼겹살이라 할 수 있겠다.

솔직히 요즘 시장에 흔한 노트 하락형 리듬게임을 5만원이라는 정가를 주고 사기엔 아깝기에 할인을 할때 구매하는걸 추천하는 편이다.
그러나 리듬게임 자체의 퀄리티는 상당한 편으로, 좋은 곡들과 적당한 채보, 고퀄리티의 BGA와 거의 대부분의 곡에 키음이 있어, 리듬게임의 주 목적인 ""음악을 연주한다"" 라는 느낌을 받기에는 매우 훌륭하다고 생각한다.
본인은 재미있게 플레이 하는 편이고, 딱 하나 아쉬운건 세세한 판정 설정, 배속 설정 등을 지원해 주었으면 하는 바람이다.",2020-03-28,0,1
310,"
이럴거 같으면 그냥 본편을 저렴해게 내놔라 무슨 DLC로 도배해놓노",2020-12-12,0,0
311,"

디맥 ON",2019-12-26,1,1
312,"
5년된 노트북으로 디맥하는 머찐나",2021-03-19,0,1
313,"
.갓겜",2021-11-14,0,1
314,"
갓겜 디멕허실?",2021-08-09,0,1
315,"

사.",2020-01-26,1,1
316,"

대깨맥",2020-01-08,1,1
317,"

대회보고 이 게임은 추천할만한 게임이란 걸 느꼈습니다.",2019-12-31,1,1
318,"

당신의 손가락은 이미 답을 알고있다.",2019-12-20,1,1
319,"

고,,놈참,,ㅎㅎ 오래전~~@@ 피습히,,, 버튼 교체 하던 때가 생각,,,나네유,,,^^*",2019-12-19,1,1
320,"
드디어.. 싱크가.. 맞는다... 얼마나 기다린걸까",2019-12-19,0,1
321,"
리듬게임 입문으로 DJMAX RESPECT V 플레이
아주 재밌음 처음엔 재미 없지만 하다보면 빠지게 되는 리듬게임의 매력
초보자도 즐길 수 있는 리듬게임으로 아주 좋은 DJMAX!
국가가 허락해준 유일한 마약 DJMAX RESPECT V 어서 플레이 하세요
점점 빠져드는 마성의 게임에 어서 빠져보세요!",2022-07-26,0,1
322,"
스팀에 나온 패키지 리겜중엔 이게 제일 수작인듯
단 세일할때 사는게 좋음, 창렬까진 아닌데 리겜치곤 본편이나 dlc들이나 많이 비싼편 ㅇㅇ",2020-11-29,0,1
323,"
PC 리겜중에 가장 할만한 리겜.
처음에 힘들다고 바로 환불하지말고 느긋하게 해보자.
=========================================

시즌2패스 추가로 dlc 없는 뉴비들도 많은 곡들을 체험 할 수 있게 되어서 더더욱 갓겜이 되었다.
리겜에 소질이 없었어도 시간이 지날수록 내가 세운 기록을 깨는 모습을 볼 수 있을 것이다.",2019-12-27,0,1
324,"Posted: March 20
판정 후해서 입문용으로 좋아요",,0,1
325,"
아직 뉴비 입장. 새로운 노래 많이 내주세요.

+ 아직 뉴비입장 맞습니다~
+노래 점점 많이 나오고 난이도 다양해져서 너무좋아요!",2021-07-28,0,1
326,"
그저 갓겜 (여러분 모두 올해의 게임상을 디맥에게!)",2020-10-03,0,1
327,"
이쒜이끼들
장사할줄 모르네
테일즈가 2곡인게 말이냐ㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑㅑ",2021-10-29,0,0
328,"
잠깐 해봤는데 재밌는듯",2020-08-30,0,1
329,"
Product received for free


잠시 100분플레이 소감
진짜 건반게임은 못하겠는데
이건 진짜 할만하고 괜찮다.",2020-01-28,1,1
330,"
곡마다 노트 퀄리티가 왜이리 다르냐",2020-11-07,0,1
331,"
꾸준한 업데이트로, 리듬겜중에서는 가장 즐겁게하는 겜",2022-11-01,0,1
332,"

게임 자체의 퀄리티는 괜찮습니다만 노래좀 그만 우려 먹으시고 싹다 새롭게좀 갑시다.

노래 너무 지겨워 리얼",2020-02-09,1,0
333,"Posted: February 10
이지투온과 더불어 현재 대한민국 리듬게임계의 희망.",,0,1
334,"
왜 그렇게 스님들이 번뇌를 지워라 사념을 지워라 하나 싶었더니만
한 점 번뇌라도 섞이면 바로 ""0%""",2022-10-04,0,1
335,"
옛날 생각 나고 좋네요 그러니까 DLC 세일좀..",2022-04-25,0,1
336,"
Shut up and take my money!",2022-06-07,0,1
337,"

그래 내가 씹덕이다",2019-12-19,1,1
338,"

나와서 추천함",2019-12-19,1,1
339,"

Dear My Lady
URBAN NIGHT
I Want You
곡 추가가 시급합니다;;;
저작권 계약땜에 안 나온건지 준비중인지..
암튼 개인적으로 곡 외에는 전혀 불만이 없고
오랜만에 리겜에 열정을 쏟아낼 수 있는 게임이지 않을까 합니다.
나중에 정발해서 멀티 나오면 꼭 친구들과 같이 해보고 싶은 게임!",2020-01-01,1,1
340,"
2020.3.12 정식출시 기준 게임 상태에 대한 코멘트를 평가 하단에 추가하였습니다. 현재의 상황에 대해 알고 싶으시다면 참고하시길 바랍니다.



----
복불복 싱크 문제라든지 몇가지 이슈가 있긴 하지만 이 부분은 다소 치명적이나 얼리액세스임을 감안해도 충분히 수정 가능한 부분이므로 지켜본 뒤 판단해도 늦지 않을 것이다.

현재 진짜 단점은 두가지다.
첫째, V는 정말 간만의 PC 디맥인데도 마우스를 지원안하는 것이 아쉽다. 이때문에 각종 설정을 A/D키, 화살표 키, R/L Shift키로만 조절해야하는 데 보다 편리한 콘트롤러가 기본으로 있음에도 플레이스테이션 판의 UI를 유지하는 것은 유저로 하여금 불편을 느끼게 한다.
둘째, 또한 벡따거가 라이브에서 말하기를, DJMAX 시리즈를 글로벌 시장에 알리기 위해서 스팀 이식을 결정하게 되었다는데 정작 초보자들이 할만한 난이도인 노말과 하드 등은 플레이스테이션 판 채보를 그대로 갖고와 키보드로 하기엔 정말로 재미가 없다는 게 심각한 문제다. 이러한 부정적 UX는 당초 이 제품의 목표와 상치되기 때문이다. V의 재미가 최고 난이도인 SC에 몰려있다면, 이를 통해 글로벌 시장으로부터 비DJMAX 시리즈의 소비자를 새로 유입시키는 것은 힘들 것이다.

해결책?
마우스 지원 문제는 로키의 UI, UX 스태프가 얼리액세스 종료 전까지 개발을 끝마쳐주길 바랄뿐이다. 로키가 자신들이 개발하는 플랫폼이 어디인지를 다시 한 번 상기해줬으면 하는 바람이다.
패턴 문제는 물리적으로 해결하기가 힘들 것으로 보이는데 과거 트릴로지의 경우 PSP로 출시된 DMP1, DMP2의 채보를 모두 키보드에 맞춰 수정하였으나 기본 수록곡이 120곡이 조금 안되는 상태에서 대부분은 이미 키보드 채보가 존재하는 온라인 출신 곡이었다. DMP1과 DMP2의 곡들 상당수가 온라인 이식임을 감안하면 지금의 4, 5, 6, 8키보다 더 많은 4, 5, 6, 7, 8키의 다섯 개의 키를 가지고 있음에도 채보 제작에 있어서는 업무 부담이 살인적이지는 않았다. 또한 각 곡의 패턴도 곡마다 난이도 4개 전부를 채운 경우가 많지는 않았다.
V 역시 각 곡의 키마다 4개 난이도를 전부 꽉꽉 채운 경우는 적으나 기본 곡인 DMP1 + DMP2 + RESPECT로만 150곡이 넘는데다가 TR의 DMP1과 DMP2의 보면을 이식하려고 해도 그간 펜타비전-네오위즈가 보여준 자료 관리의 소흘함에 비춰보건데 솔직히 TR 당시의 패턴 자료를 가지고나 있을지 염려가 간다. 게다가 안타깝게도 BEXTER는 라이브 방송에서 V와 PS4판의 오리지널 리스펙트의 컨텐츠를 똑같이 운영한다고 하였다. 이말인즉슨 V는 분명 PS4판과는 별개의 작품임에도 차기 업데이트 곡들의 NM~MX 패턴은 듀쇽에 맞춰져있는 PS4판에 영구히 종속된다는 것이다. V가 제대로 된 PC 리듬게임이 될려면은 기본 150여곡은 몰라도 최소한 차기 컨텐츠들은 PS4판과의 관계는 과감히 단절하고 오롯이 V애만 개발자원을 투자했어야 했다. 그러나 로키 팀은 그러지 않았다.

분명 V는 PC 리듬게임으로서의 퀄리티는 오히려 10년도 전인 그들의 작품인 DMO나 DMTR에 비해 낮다. 게임의 메인스트림 컨텐츠인 채보가 9할이 넘는 비율이 PC가 아닌 다른 게임기를 상정하고 제작되어있기 때문이다. 상술했듯 이미 PS4판에 출시된 각종 DLC곡들과 차후 업데이트로 추가될 예정인 DLC 신곡(DMP3, Cytus, BD 등)들마저 PS4판 패턴에 종속된다. 로키 팀이 앞서 공지한 PS4판 일원화 정책을 버리고 투트랙 정책을 취하거나 only V 정책을 취한다면 모르나 15명이라는 로키 팀의 상황상, 그리고 그간 네오위즈가 보여준 운영 방침을 보면 이마저도 99% 불가능한 이야기라는 게 팬으로서도 소비자로서도 무척 아쉽다.
이렇듯 산재한 문제에도 불구하고 V는 구매를 한번쯤 고민해볼만한 값어치는 존재하는 제품임은 맞다. V만큼의 볼륨을 가진 리듬게임이 PC에 존재하지 않는 다는 것, 그리고 큰 잠재성이 그 이유다. 모든 플랫폼을 아우르는 관점에서, 객관적인 품질만을 따진다면 현재 V는 어리석은 선택으로 추천하기 어렵다. 동시에 네오위즈 특유의 일방적인 운영에서 비롯되는 BGA 밝기 일괄 다운이나 피버 이펙트를 박살 내는 등 게임 개발에 있어서 명확한 지향점이나 납득이 가는 개발 철학도 보이지 않아 온라인 게임으로서 제품과 판매자를 신뢰하기가 힘들다는 너무나도 큰 한계점도 내포하고 있다.
그러나 PC 리듬게임 시장은 블루오션이며 구 펜타비전-현 네오위즈만큼의 내공을 쌓고 풍부한 라이브러리와 전문성을 갖춘 업체나 개발자가 드문것도 (불행인지 다행인지는 모르겠지만)명백한 사실이다. 만약 PC 환경을 선호하는 소비자가 리듬게임을 즐기고 싶다면 상대적으로 V가 영 무가치한 선택만은 아니다. 왜냐하면, 놀랍게도 이 바닥에 V만한 제품을 찾기가 힘들기 때문이다. 비록 패턴의 퀄리티는 나사가 빠졌더라도 과거 온라인과 트릴로지에 애정을 갖고 있는 세대라면 당시의 음원과 BGA를 재생시키며 떨어지는 노트들을 플레이큐에 올려놓는 것만으로도 4만원의 값어치를 하지 않을까. 근래들어 유행세를 타고있는 소위 '클래식' 게임들의 범람처럼 말이다. 꾸준히 PC로 리듬게임을 즐겨온 PC 리듬게이머들에게도 WA! OSU!나 븜스 등에서 한층 스펙트럼이 넓어지는 방향임은 분명하다.
동시에 V는 이미 PS4에서 많은 고품질의 음원들이 담긴 DLC 팩들을 개발하였고 정식출시 후 이식을 기다리는 상황이다. 비록 현재 예정되어있는 Cytus, 브라운더스트 콜라보 등과 정규 DLC로 약속한 DMP3를 제외하면 전곡 PS4판의 재탕이며 나머지마저도 몇개 안되는 SC 난이도를 제외하면 PS4판 채보로 통합되어 있는 상황이나 발전 가능성은 네오위즈게임 치고는 드물게도 남아있는 타이틀이다.
만약 현재로서도 일부 남아있는 싱크 문제 같이 치명적인 테크니컬 이슈와 오락가락하는 개발정책이 제갈길 가게 고쳐진다면, 가성비가 좋은 게임은 아니더라도 제값은 하는 게임이 될것이다.
종합 별점 ★★☆

온라인 시절부터 함께한 DJMAX 시리즈의 오랜 팬으로서 모쪼록 정식 출시일 까지 상기한 마우스 컨트롤러 문제와 일부 불합리한 PS4판 특유의 UI 등이 수정되길 바란다. 또한 너무 높은 판정선 문제와 SC난이도가 아닌 저난이도 패턴들도 PC 디맥에 최적화가 되었으면 하는 바람이다. 마지막으로 논란이 된 군대식 정책으로 좌지우지되는 피버 이펙트나 BGA 밝기에 대한 문제도.


2020.03.12 드디어 정식 출시가 되었다.
그러나 당초 예정되었던 일정을 한달이나 미룬 것 치고는 너무나 실망스러운 결과이다.
마우스 컨트롤은 끝내 지원되지 않았으며, BPM 관련 편의성도 추가되지 않았고, PS4판에 있던 FAST/SLOW n% 판정 가이드도 추가되지 않았다. 피버 이펙트 설정은 선택 옵션을 여전히 지원되지 않고 있고, BGA 밝기 역시 아직도 일일이 곡마다 수동으로 조종을 해줘야 한다. 오픈매치에서의 채팅은 방 안에서만 가능하고 채널에선 불가능하며 역시 PS4판에 있던 국적 표시 또한 지원되지 않는다. 그리고 무엇보다도,
이탓에 해외에서는 ""배경에 유튜브를 틀어주고 바보 같이 자판을 두들기는 플래시 게임 수준""이라는 비난이 거세지고 있다. 늦어도 정식 발매에는 맞추어 수정이 될 것이리라 모두가 손꼽아 기다렸던 사안이었으나, 돌아온 것은 막무가내식 출시였다.

또 하나의 충격적인 점은 V 신곡이 V에 포함되는 것이 아니라 별도의 유료 제품으로 나왔다는 것이다. 가격 또한 24.99달러로 만만치 않다. 분명 DJMAX Official 채널에서는 V의 얼리 액세스 트레일러에 V팩에 들어가는 곡들을 넣어 놨음에도 불구하고 말이다. 이 때문에 과장광고와 사기죄에 한국보다 민감한 해외에서는 이라며 엄청난 논란이 되고 있다. 국내에서도 비난 여론이 없는 것이 아니다. 단지 정도만 덜할뿐이지, 한국의 웹상에서는 이른바 ""V곡 없는 V팀""같은 드립들이 퍼지며 조롱거리가 되고 있다.
더욱더 기가막히는 점은 ""V"" 확장팩의 곡들은 키보드 유저를 위한 컨텐츠라고 볼 수 없다는 점이다. 가령 V 확장팩에 실려있는 Space Challenger는 놀랍게도 어떤 키에서도 SC 패턴을 제공하지 않는다. 이게 대체 어떤 타이틀을 위한 DLC란 말인가. NM부터 MX까지만 사용하는 PS4? 아니면 4개의 난이도 중 단 하나 SC만을 제대로 된 컨텐츠로서 제공받는 스팀판?
V 확장팩은 제품의 이름에 ""V""를 달고 있는 만큼 데스크탑 환경에 최적화된 양질의 컨텐츠를 제공할 것이리라 모든 소비자들이 믿어 의심치 않았으나, 이러한 기대는 평소의 DJMAX답게 악의적이기 까지한 추가 과금 상품으로 돌아오고 말았다. 우려되었던 ""PC판은 PS4판을 위한 테스트베드로 사용 되는 것이 아니냐.""는 염려가 결국 현실이 되어버리고 만 것이다.

이 밖에 중남미, 러시아, 중국 등 화폐가치가 낮은 국가들의 얼리 액세스 참여자들을 기만한 괴상한 가격 정책과 ""한정 컨텐츠 없는 한정판"" 정책도 굉장히 놀랍다. 네오위즈 그들의 사업 컨설팅 철학이 말이다. 물론 이러한 요소는 게임 외적인 것으로서, 본 제품 평가에는 반영하지 않았으나 그럼에도 불구하고 이 게임에 대해 관심을 가질수도 있는 스팀 사용자들을 위해 언급하지 않을 수가 없다. 왜냐하면 이 같은 사업 정책들이 결국에는 게임 내부의 컨텐츠에도 직결될 수 밖에 없기 때문이다.
그리고 이들 네오위즈의 부주의함과 아마추어스러움은 이미 얼리액세스 기간과 정발판에서 충분히 보여주기도 하였다. 이들은 자체 퍼블리싱을 할 역량이 되지 않는 기업이다. 최소한의 기능적인 서비스마저 제공할 깜냥이 안되는 금치산자와도 같은 엉망인 조직인 것이다. 네오위즈가 진정 DJMAX 시리즈를 글로벌 시장에 어필하고자 하였다면 전문 포팅 업체에게 외주를 맡겼어야 했고, 그들에게 익숙치 않은 스팀 플랫폼에 대신 퍼블리싱을 해줄 전문 퍼블리셔를 수배했어야만 했다. 그러나 네오위즈는 협력사에게 떨어질 그 푼돈 마저 자린고비 마냥 아끼기 위해 이 같은 일들을 벌였다. 이들의 어린아이와도 같은 아집이 전세계의 DJMAX 팬들에게 또다시 상처를 주고 말았다. 안타까울 따름이다.

종합 평점: 1.0/5, 구매에 소요되는 재화에 비해 심각하게 가치가 낮음.",2019-12-19,0,0
341,"

트릴로지로 입문해서그런지 키보드로 플레이하는것에 거부감은 없었음 I want you 빨리 내놔라",2019-12-31,1,1
342,"
와랄랄루",2021-08-26,0,1
343,"
본게임이랑 익스텐션은 정가로 구매해도 제 값 이상합니다.

기어팩은 비싼편이지만 하나라도 사게되면 나머지도 다사게되니까 첫구매를 신중하게 하세요.

그 외 다른 dlc들은 20곡 내외입니다.
dlc 구성을 살펴보면
1. 리믹스 5곡
2. 씹덕곡 5곡
3. 연타 및 난이도 5곡
4. 비주류 장르 5곡
이 구성에서 칠만 한 노래가 5곡정도 있습니다.

*그러니까 20곡에서 5곡이면 수율이 25%정도된다는 얘기죠.*

거기에 각 dlc별 특징에 따라 수율이 갈립니다.

트릴로지 - 리믹스곡빨로 수율 뽑음. 50%
그루브코스터 - 일본스타일 연타 노래가 주류 취향탐. 수율 20%

블랙스퀘어 - 테크니카 보다는 나음. 그렇다고 좋다는 얘긴아님. 수율 20%
클래지콰이 - 촌스러운데 세련된 노래. 무슨 개소리냐고? 쳐보면 안다. 수율 30%

디모 - 잔잔바리 피아노곡이 취향이라면 높은 수율 가능. 수율 50%
사이터스 - 그루브코스터보다 약한 일뽕맛. 수율 20%

테크니카1, 2 - 노답. 가격 노답 수율 노답. 수율 10%
테크니카3 - 1, 2에 비하지 않더라도 괜찮음. 그 괜찮음을 가격으로 하향평준화. 수율 25%

츄니즘 - 바큠 원툴
소녀전선 - 게임 ost의 한계. 아원츄*리믹스* 좀 본받지.

너무 깐깐하게 보는거 아닌가 싶을텐데 구매전 유저가 보기엔 이 수율이 맞음.
하지만 실제 플레이해보면 정 때문에 10~20% 추가로 들어가게 됌.",2021-04-04,0,1
344,"
오락실에서 돈넣고하는거 아까워서 못했는데 이걸로 자신감얻음",2021-03-13,0,1
345,"
래더에서 여러 문제가 있다곤 하나 그냥 프리스타일 모드로 가볍게 하기에는 딱 좋은 게임.

판정도 후해서 리겜 입문용으로 좋다 ㅇㅇ.",2022-08-19,0,1
346,"
언제 4키에서 벗어날수 있을까...",2021-05-16,0,1
347,"
꺼-억",2021-06-14,0,1
348,"
디맥은 싱크부터 마저 손봐달라 이말이야

솔직히 이번 팩들은 곡들이 다 잘나와서 맘에 드는데 싱크까지 잘됐으면 더할 나위 없다. 싱크 문제 고쳐지면 추천으로 바꿈.",2020-03-16,0,1
349,"
내 인생의 최고의 게임 @_@V

처음에 튜토리얼을 끝내고 '바람에게 부탁해'를 선택했었다. 그런데 문제는 간단한 박자임에도 손가락이 엇박을 타면서 머릿속으로는 버튼을 누르라고 명령을 했지만, 내 손가락은 다른 버튼을 누르는 것을 발견했고 20대에 이달의 해병이었던 내가 이제는 30대에 접어 들면서 아픈 몸이든 감각이든 돼지가 됨을 깨닫고 하면서 환불을 하려 하였다..

그런데 두둥!!
키설정을 검색하다 디제이맥스갤러리의 '리듬게임 잘하는법' 내용 중에 박자감각과 시야분리, 키설정에 대한 글을 보게 됐다.



글을 정독한 후에 게임을 다시 켜서 F10을 눌러 왼쪽은'S'와'D'로, 오른쪽은 오른쪽 키패드 '5'와'6'로 바꿨다. 그리고 사이드스틱은 '스페이스키'와 오른쪽 키패드 '0'로 설정했다. (사이드스틱은 손에 큼지막하게 잡히는게 좋다.)

또, 본문 내용 중에 게임 가운데를 가상의 선으로 나눠서 구별하라고 했다. 왜냐면 게임의 왼쪽과 오른쪽 쓰는 뇌가 서로 달라서 왼쪽 버튼과 오른쪽 버튼을 떨어트려 구분시키고 시야를 나누고 노래만의 고유한 박자를 타면서 아래쪽만 주시하지 않고 중간부분을 보면서 박자를 잡으면 편하다고 했는데 ""오~ 설마 나 천재야?"" 할 정도로 잘되더라!! @_@V

그러다가 만난 'the lost story' 이게 진짜 나한테는 너무 좋더라. 다탁다탁 누르다가 나오는 덩어리들의 박자를 맞추기 위해 신내림 받은 무당마냥 발을 구르면서 흔드는데 정신을 잃을 정도로 흥분되면서 게임을 끝내고 나면 첫사랑과 달달했던 그 순간의 쾌감까지 느껴질 정도였음

그렇게 미친듯이 하다보니 C,B,A max combo 까지!!!!!!!!!

문득 떠 올랐다. 난 지금까지 내 재능을 잃고 살았던가!!! 축구와 인연이 없었던 메시처럼!! 내가 사실은 음악에 재능이 있었던건가!!!!

나는 왕위를 찬탈한 수양대군 빙의해서 위엄있게!! 당당하게!!! 온라인 매치로 갔다.

/@_@/ ""이리 오너라!!!!!!! ""

처음에 설정을 4버튼으로 하고 F5를 눌러 매치를 신청했다. 그랬더니 살면서 처음 봤던 엄청난 별들이 찍혀있는 선곡들을 나열되더라.

""아.. 좀 더 하다가 다시 해볼까. 뒤로가기가.."" 라는 생각을 하는 순간 레벨1짜리랑 매치가 됐다.

나는 그때 레벨이 5였고, 레벨1도 하려고 대기 중인데, 레벨5인 내가 도망갈 수는 없었다!!

당당하게 플레이매치를 했고 8박자도 힘들었는데, 몇 박자일지 감도 안 잡히는 쏟아지는 향현에 1차 멘붕이 왔고, 게임이 끝난 후에 -24만점을 보고 뇌절했다..

지금은 콜라 한 잔을 마시고 다시 프리스타일로 연습을 하고 있는데 이제는 별3개짜리도 어느 정도 박자를 맞추는 나 자신을 보고 다시 자신감이 또 올라오고 있다.


나는 이 게임을 망설이는 사람들에게 한 마디 하고 싶다. 혹시라도 간질이나 그런게 있다면 피해야되지만, 각종 정신병으로 치료 받았던 나도 별 문제 없이 플레이 할 정도로 광현상이 문제 되지 않고, 또 딜리트 키로 배경의 영상도 끌수도 있다.

또한, 손가락 협동도 일종에 운동인지 모르겠지만 뇌에 도파민과 아드레날린을 뿜뿜 터트려서 기분전환에 큰 도움이 되는거 같다.

그래서 혹시라도 우울증 때문에 고생하고 있는 사람이 있다면 강추하고!! 주변에 그런 친구들 있다면 조용히 게임키를 건내주는걸 추천한다. @_@V",2022-11-15,0,1
350,"
.",2022-03-03,0,0
351,"
디맥 추억게임이고 되게 재미있게 하는데 노래사는거랑 스킨이 너무 비쌈;
그래서 사람 유입이 안되는 듯...ㅎ 솔직히 곡 살려고 하는데 이만원 가까이 해서 비쌈 지금도 살까말까 고민만 하다가 할인 기다리는데 할인도 15%? 너무했음
엥간하면 싸게 해서 판매해도 될껄... 제발 사람들 의견 수용해서 조율 좀 해줬으면...",2020-06-07,0,1
352,"
높은 랭크 달아놨으면 꼭 까먹지 말고 다음 시즌에도 출석하는 걸 권장합니다

프리 시즌 다이아몬드 달고 잊었다가, 기억나서 보상 받으려고 2시즌에 들어왔더니 안 주더랍니다

그래서 메일로 문의해봤는데, 한 시즌 건너뛰어버리면 지급은 어렵다고 하네요

추후에 해결 방안을 내놓겠다는데 일단 주의는 하십쇼",2020-08-23,0,1
353,"
디모곡을 좋아해서 입문했는데 상당히 재미있다!!",2020-12-26,0,1
354,"
네오플식 사후관리 오우예",2020-08-28,0,0
355,"Posted: May 25
우주 최고의 게임",,0,1
356,"
옛날에는 정말 디맥시리즈 재밌게 했습니다

오랜만에 해볼까해서 구매하고 해봤더니

세월이 흘러서인지라 두뇌와 손가락이 안따라줘서 포기;;

여러분들은 손가락이 따라줄때 꾸준히 하세요 ㅠㅠ

그래도 옛노래들은 진짜 그 갬성하나는 쵝오!",2020-11-02,0,1
357,"
서버관리 안해서 몇주동안 방생성해도 방이 안뜸, 친구초대 기능도 없어서 같이할려면 카톡으로 어디 방 들어가자 해야 하는데 늦으면 풀방이라서 또 나가야됨 싱크도 잘 안맞아서 사실상 리듬게임 절반 눈으로 보고 맞추기 절반임 넷마블에서 서비스하던 디제이맥스 온라인때 보다 나은점이 단 하나도 없음 재밌게 하고는 있는데 샀으니까 하는거지 리얼 Tlqkf qudtls 겜 ^^ 반박시 네오위즈직원",2020-03-23,0,0
358,"

싱크문제좀 해결해줘라 제발",2020-01-26,1,0
